record_type,transaction_id,transaction_at,business_date,processor,source_system,venue_area,terminal_id,reference_id,transaction_type,amount,settlement_status,auth_code,expected_amount,settled_amount,variance_amount,expected_transaction_count,settled_transaction_count,discrepancy_type,diagnosis,recommended_action
transaction,txn-15123,2026-04-03 20:14:54,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-7,SG-ORD-401784,REFUND,207.78,SETTLED,SG20107,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-15211,2026-04-03 20:15:18,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-7,SG-ORD-402275,REFUND,135.79,SETTLED,SG51739,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-15265,2026-04-03 20:15:35,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-1,SG-ORD-400036,REFUND,253.1,SETTLED,SG97345,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-15272,2026-04-03 20:15:37,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-3,SG-ORD-400741,REFUND,272.31,SETTLED,SG25297,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-15286,2026-04-03 20:15:43,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-6,SG-ORD-402979,REFUND,64.53,SETTLED,SG15554,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-15354,2026-04-03 20:16:08,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-7,SG-ORD-402433,REFUND,237.05,SETTLED,SG99121,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-15365,2026-04-03 20:16:12,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-19,REQ-FP-200011,SALE,103.61,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-15461,2026-04-03 20:16:45,2026-04-03,Shift4,,MERCH-MAIN,TERM-122,INV-S4-100000,SALE,22.17,OFFLINE_UNSYNCED,AUTH9013,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-15762,2026-04-03 20:18:35,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-5,SG-ORD-401043,REFUND,86.66,SETTLED,SG68344,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-15955,2026-04-03 20:19:43,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-5,SG-ORD-402941,REFUND,233.91,SETTLED,SG34038,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-16010,2026-04-03 20:20:03,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-19,REQ-FP-200016,SALE,130.06,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-16012,2026-04-03 20:20:05,2026-04-03,Shift4,,MERCH-MAIN,TERM-146,INV-S4-100027,SALE,9.19,OFFLINE_UNSYNCED,AUTH4132,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-16045,2026-04-03 20:20:16,2026-04-03,Shift4,,MERCH-MAIN,TERM-134,INV-S4-100016,SALE,39.67,OFFLINE_UNSYNCED,AUTH2853,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-16089,2026-04-03 20:20:33,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-2,SG-ORD-402022,REFUND,111.9,SETTLED,SG31879,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-16198,2026-04-03 20:21:09,2026-04-03,Tapin2,,SUITE-DELIVERY,T2-KIOSK-2,T2-500019,SALE,14.01,PENDING,T2REF60585,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-16456,2026-04-03 20:22:29,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-7,SG-ORD-400837,REFUND,143.85,SETTLED,SG56993,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-16487,2026-04-03 20:22:42,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-7,SG-ORD-402101,REFUND,112.62,SETTLED,SG69452,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-16488,2026-04-03 20:22:42,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-105,INV-S4-100028,SALE,36.53,OFFLINE_UNSYNCED,AUTH7233,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-16657,2026-04-03 20:23:41,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-6,SG-ORD-400109,REFUND,125.38,SETTLED,SG80350,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-16658,2026-04-03 20:23:41,2026-04-03,Shift4,,MERCH-MAIN,TERM-130,INV-S4-100029,SALE,36.57,OFFLINE_UNSYNCED,AUTH1245,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-16830,2026-04-03 20:24:48,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-4,SG-ORD-401185,REFUND,321.21,SETTLED,SG73764,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-16906,2026-04-03 20:25:14,2026-04-03,FreedomPay,,TKT-GATE-4,FP-TERM-11,REQ-FP-200024,SALE,120.05,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-16997,2026-04-03 20:25:42,2026-04-03,Shift4,,MERCH-MAIN,TERM-102,INV-S4-100014,SALE,27.95,OFFLINE_UNSYNCED,AUTH8344,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-17003,2026-04-03 20:25:43,2026-04-03,Tapin2,,PREMIUM-LOUNGE-ORDER,T2-KIOSK-3,T2-500000,SALE,42.95,PENDING,T2REF60977,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-17136,2026-04-03 20:26:32,2026-04-03,Tapin2,,MOBILE-ORDER-CONCOURSE,T2-KIOSK-8,T2-500009,SALE,44.59,PENDING,T2REF86149,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-17139,2026-04-03 20:26:34,2026-04-03,Tapin2,,SUITE-DELIVERY,T2-KIOSK-1,T2-500004,SALE,31.36,PENDING,T2REF42330,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-17170,2026-04-03 20:26:44,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-7,SG-ORD-400859,REFUND,345.62,SETTLED,SG39341,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-17283,2026-04-03 20:27:31,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-2,SG-ORD-402608,REFUND,137.92,SETTLED,SG25050,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-17316,2026-04-03 20:27:44,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-6,SG-ORD-400635,REFUND,61.47,SETTLED,SG53790,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-17356,2026-04-03 20:27:58,2026-04-03,Tapin2,,PREMIUM-LOUNGE-ORDER,T2-KIOSK-7,T2-500012,SALE,24.91,PENDING,T2REF63783,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-17574,2026-04-03 20:29:16,2026-04-03,Shift4,,SEC-302-BAR,TERM-104,INV-S4-100026,SALE,39.26,OFFLINE_UNSYNCED,AUTH1435,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-17671,2026-04-03 20:29:52,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-117,INV-S4-100041,SALE,44.9,OFFLINE_UNSYNCED,AUTH6916,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-17801,2026-04-03 20:30:33,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-6,SG-ORD-401011,REFUND,284.13,SETTLED,SG91634,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-18192,2026-04-03 20:33:08,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-3,SG-ORD-400474,REFUND,300.82,SETTLED,SG41167,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-18256,2026-04-03 20:33:34,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-1,SG-ORD-401786,REFUND,227.57,SETTLED,SG52609,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-18295,2026-04-03 20:33:52,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-103,INV-S4-100034,SALE,44.55,OFFLINE_UNSYNCED,AUTH7979,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-18319,2026-04-03 20:34:02,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-3,SG-ORD-400273,REFUND,187.74,SETTLED,SG14384,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-18340,2026-04-03 20:34:09,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-5,SG-ORD-400004,SALE,243.1,SETTLED,SG88197,,,,,,Duplicate reference,"Two or more ledger rows share the same processor reference ID, suggesting either a double export by the processor or a duplicate settlement batch upload.",Cross-check the raw export file for duplicate rows and void the secondary entry if the charge amount matches.
transaction,txn-18451,2026-04-03 20:34:55,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-1,SG-ORD-400906,REFUND,186.69,SETTLED,SG66938,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-18459,2026-04-03 20:34:58,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-2,SG-ORD-402812,REFUND,266.73,SETTLED,SG82487,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-18541,2026-04-03 20:35:36,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-4,SG-ORD-400197,REFUND,208.84,SETTLED,SG42825,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-18576,2026-04-03 20:35:46,2026-04-03,Shift4,,MERCH-MAIN,TERM-128,INV-S4-100039,SALE,32.04,OFFLINE_UNSYNCED,AUTH6201,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-18704,2026-04-03 20:36:43,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-7,SG-ORD-402016,REFUND,178.66,SETTLED,SG72461,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-18800,2026-04-03 20:37:20,2026-04-03,Shift4,,SEC-302-BAR,TERM-115,INV-S4-100048,SALE,16.23,OFFLINE_UNSYNCED,AUTH2729,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-18871,2026-04-03 20:37:57,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-1,SG-ORD-400098,REFUND,252.24,SETTLED,SG31078,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-19176,2026-04-03 20:40:13,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-5,SG-ORD-400006,SALE,1945.76,SETTLED,SG53967,,,,,,High-value review,Large SeatGeek box-office transaction — likely a premium suite or VIP package sale that exceeds standard transaction thresholds.,Validate against the box-office manifest and confirm suite invoice number before finalising the ledger.
transaction,txn-19258,2026-04-03 20:40:45,2026-04-03,Tapin2,,PREMIUM-LOUNGE-ORDER,T2-KIOSK-4,T2-500001,SALE,49.09,PENDING,T2REF90291,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-19270,2026-04-03 20:40:52,2026-04-03,Shift4,,MERCH-MAIN,TERM-116,INV-S4-100040,SALE,42.66,OFFLINE_UNSYNCED,AUTH9869,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-19271,2026-04-03 20:40:53,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-15,REQ-FP-200022,SALE,201.17,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-19329,2026-04-03 20:41:16,2026-04-03,Shift4,,SEC-302-BAR,TERM-110,INV-S4-100002,SALE,35.79,OFFLINE_UNSYNCED,AUTH2003,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-19529,2026-04-03 20:42:46,2026-04-03,Shift4,,SEC-114-CONCESSIONS,TERM-119,INV-S4-100011,SALE,41.92,OFFLINE_UNSYNCED,AUTH2311,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-19623,2026-04-03 20:43:29,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-5,SG-ORD-400975,REFUND,323.92,SETTLED,SG83585,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-19962,2026-04-03 20:46:16,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-2,SG-ORD-402611,REFUND,162.09,SETTLED,SG78049,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20088,2026-04-03 20:47:19,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-10,REQ-FP-200025,SALE,227.16,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-20137,2026-04-03 20:47:44,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-2,SG-ORD-401992,REFUND,261.39,SETTLED,SG17827,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20149,2026-04-03 20:47:47,2026-04-03,Tapin2,,PREMIUM-LOUNGE-ORDER,T2-KIOSK-11,T2-500016,SALE,40.23,PENDING,T2REF67555,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-20165,2026-04-03 20:47:55,2026-04-03,Shift4,,MERCH-MAIN,TERM-120,INV-S4-100046,SALE,8.12,OFFLINE_UNSYNCED,AUTH5775,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-20216,2026-04-03 20:48:18,2026-04-03,Shift4,,SEC-302-BAR,TERM-148,INV-S4-100018,SALE,24.58,OFFLINE_UNSYNCED,AUTH5553,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-20220,2026-04-03 20:48:22,2026-04-03,Shift4,,MERCH-MAIN,TERM-102,INV-S4-100010,SALE,28.33,OFFLINE_UNSYNCED,AUTH1111,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-20261,2026-04-03 20:48:46,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-4,SG-ORD-400958,REFUND,114.96,SETTLED,SG93491,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20291,2026-04-03 20:49:00,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-2,SG-ORD-400001,SALE,4252.66,SETTLED,SG81478,,,,,,Duplicate reference,"Two or more ledger rows share the same processor reference ID, suggesting either a double export by the processor or a duplicate settlement batch upload.",Cross-check the raw export file for duplicate rows and void the secondary entry if the charge amount matches.
transaction,txn-20291,2026-04-03 20:49:00,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-2,SG-ORD-400001,SALE,4252.66,SETTLED,SG81478,,,,,,High-value review,Large SeatGeek box-office transaction — likely a premium suite or VIP package sale that exceeds standard transaction thresholds.,Validate against the box-office manifest and confirm suite invoice number before finalising the ledger.
transaction,txn-20318,2026-04-03 20:49:12,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-6,SG-ORD-402673,REFUND,228.61,SETTLED,SG37060,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20355,2026-04-03 20:49:30,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-1,SG-ORD-402059,REFUND,316.08,SETTLED,SG90575,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20364,2026-04-03 20:49:34,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-1,SG-ORD-400001,SALE,188.79,SETTLED,SG68516,,,,,,Duplicate reference,"Two or more ledger rows share the same processor reference ID, suggesting either a double export by the processor or a duplicate settlement batch upload.",Cross-check the raw export file for duplicate rows and void the secondary entry if the charge amount matches.
transaction,txn-20493,2026-04-03 20:50:49,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-3,SG-ORD-401764,REFUND,315.11,SETTLED,SG66204,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20516,2026-04-03 20:50:58,2026-04-03,Tapin2,,PREMIUM-LOUNGE-ORDER,T2-KIOSK-10,T2-500017,SALE,30.59,PENDING,T2REF53102,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-20596,2026-04-03 20:51:43,2026-04-03,Shift4,,MERCH-MAIN,TERM-111,INV-S4-100003,SALE,32.32,OFFLINE_UNSYNCED,AUTH8054,,,,,,Unsettled status,Shift4 terminal failed to sync its offline batch before end-of-day settlement cutoff — most likely caused by intermittent Wi-Fi in the stadium concourse during peak halftime load.,Ping the Shift Manager to force a manual terminal sync and re-run the Shift4 batch before final close.
transaction,txn-20685,2026-04-03 20:52:43,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-2,SG-ORD-400276,REFUND,117.21,SETTLED,SG66201,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20686,2026-04-03 20:52:43,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-1,SG-ORD-401121,REFUND,225.61,SETTLED,SG65603,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20716,2026-04-03 20:53:01,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-4,SG-ORD-401850,REFUND,315.82,SETTLED,SG28939,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20728,2026-04-03 20:53:05,2026-04-03,FreedomPay,,TKT-GATE-4,FP-TERM-12,REQ-FP-200007,SALE,91.73,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-20831,2026-04-03 20:54:04,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-1,SG-ORD-402085,REFUND,285.74,SETTLED,SG87244,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-20850,2026-04-03 20:54:17,2026-04-03,Tapin2,,SUITE-DELIVERY,T2-KIOSK-10,T2-500007,SALE,29.2,PENDING,T2REF44170,,,,,,Unsettled status,Tapin2 digital order was confirmed by the guest but the settlement export did not include it — common when orders are placed offline and sync lags behind the export cutoff.,Pull the Tapin2 order management portal for the reference ID and manually reconcile against the export file.
transaction,txn-21148,2026-04-03 20:57:01,2026-04-03,SeatGeek,,PREMIUM-SUITE-ENTRY,SG-BOX-7,SG-ORD-400005,TRANSFER,3590.34,SETTLED,SG42187,,,,,,High-value review,Large SeatGeek box-office transaction — likely a premium suite or VIP package sale that exceeds standard transaction thresholds.,Validate against the box-office manifest and confirm suite invoice number before finalising the ledger.
transaction,txn-21253,2026-04-03 20:58:06,2026-04-03,SeatGeek,,GATE-B-TICKET,SG-BOX-4,SG-ORD-402504,REFUND,145.94,SETTLED,SG21588,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-21259,2026-04-03 20:58:08,2026-04-03,SeatGeek,,BOX-OFFICE,SG-BOX-2,SG-ORD-402286,REFUND,63.77,SETTLED,SG97813,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
transaction,txn-21323,2026-04-03 20:58:40,2026-04-03,FreedomPay,,VIP-SUITE-B,FP-TERM-10,REQ-FP-200023,SALE,262.03,SETTLED,,,,,,,Missing auth code,"FreedomPay authorization was declined or never received — the auth code field is blank, indicating the card was presented but not approved.",Review the FreedomPay transaction journal for this reference ID and flag for potential cardholder dispute.
transaction,txn-21573,2026-04-03 21:01:00,2026-04-03,SeatGeek,,GATE-A-TICKET,SG-BOX-7,SG-ORD-400739,REFUND,339.41,SETTLED,SG29874,,,,,,Refund requires offset review,A refund transaction is present in the ledger and requires matching against the original sale.,Locate the originating sale row by reference ID and confirm the net is zero before closing.
